test_num,deviation,binaryTime,runTime,avg_accuracy,avg_similarity_ratio,avg_best_score
10,0.05,1,10.6260568,0.7,0.96,0.5514656960964203
10,0.05,6,1.756669389999999,0.3,0.6699999999999999,0.4751157075166702
10,0.05,11,0.45146488000000035,0.3,0.4499999999999999,0.4494376540184021
10,0.05,16,0.20375363999999935,0.2,0.27,0.3802532121539116
10,0.05,21,0.16611054999999908,0.2,0.16,0.3346135661005974
10,0.05,26,0.17520420999999828,0.2,0.13,0.32864863574504855
10,0.05,31,0.15996517000000096,0.2,0.09999999999999999,0.3258658230304718
10,0.05,36,0.17720083000000103,0.2,0.09999999999999999,0.3258658230304718
10,0.05,41,0.15802559999999916,0.2,0.09999999999999999,0.3258658230304718
10,0.05,46,0.15585225000000094,0.2,0.09999999999999999,0.3258658230304718
10,0.05,51,0.17742230000000064,0.2,0.09999999999999999,0.3258658230304718
10,0.07,1,12.20998697,0.7,0.96,0.5530357986688614
10,0.07,6,5.5567140700000035,0.6,0.9400000000000001,0.5146429657936096
10,0.07,11,2.7523033199999984,0.6,0.82,0.5065156996250153
10,0.07,16,1.546898589999995,0.7,0.7500000000000001,0.5065156996250153
10,0.07,21,0.8308441000000016,0.5,0.5800000000000001,0.4857456922531128
10,0.07,26,0.5780340500000023,0.5,0.4600000000000001,0.47364061772823335
10,0.07,31,0.4155795100000034,0.4,0.33,0.4373438864946365
10,0.07,36,0.378351600000002,0.4,0.32,0.435911326110363
10,0.07,41,0.37626525000000016,0.4,0.31,0.4247055023908615
10,0.07,46,0.3830032899999992,0.4,0.26,0.4176474675536156
10,0.07,51,0.3633791200000019,0.4,0.26,0.41210798621177674
10,0.09000000000000001,1,12.999826859999995,0.7,0.96,0.5530357986688614
10,0.09000000000000001,6,9.681584199999998,0.7,0.96,0.5530357986688614
10,0.09000000000000001,11,7.294349089999992,0.7,0.96,0.5530357986688614
10,0.09000000000000001,16,5.9765545499999915,0.7,0.95,0.5530357986688614
10,0.09000000000000001,21,4.455618319999997,0.8,0.95,0.5530357986688614
10,0.09000000000000001,26,3.398905580000007,0.8,0.9400000000000001,0.5530357986688614
10,0.09000000000000001,31,2.248942219999992,0.5,0.8299999999999998,0.5519127458333969
10,0.09000000000000001,36,2.0350397799999995,0.5,0.82,0.5519127458333969
10,0.09000000000000001,41,1.9132466199999953,0.5,0.79,0.5519127458333969
10,0.09000000000000001,46,1.6373631600000067,0.5,0.78,0.5519127458333969
10,0.09000000000000001,51,1.524637359999997,0.5,0.76,0.5519127458333969
10,0.11000000000000001,1,13.2202584,0.7,0.96,0.5530357986688614
10,0.11000000000000001,6,12.169484680000005,0.7,0.96,0.5530357986688614
10,0.11000000000000001,11,11.158008230000018,0.7,0.96,0.5530357986688614
10,0.11000000000000001,16,10.638205459999995,0.7,0.96,0.5530357986688614
10,0.11000000000000001,21,9.676185010000017,0.7,0.96,0.5530357986688614
10,0.11000000000000001,26,8.70549655000002,0.7,0.95,0.5530357986688614
10,0.11000000000000001,31,6.967276760000004,0.7,0.95,0.5530357986688614
10,0.11000000000000001,36,6.870910120000008,0.7,0.95,0.5530357986688614
10,0.11000000000000001,41,6.7584880699999985,0.7,0.95,0.5530357986688614
10,0.11000000000000001,46,6.256413650000013,0.7,0.95,0.5530357986688614
10,0.11000000000000001,51,6.14896248,0.7,0.95,0.5530357986688614
10,0.13,1,13.23250724999998,0.7,0.96,0.5530357986688614
10,0.13,6,13.124516630000016,0.7,0.96,0.5530357986688614
10,0.13,11,12.95139535000003,0.7,0.96,0.5530357986688614
10,0.13,16,13.065739469999972,0.7,0.96,0.5530357986688614
10,0.13,21,12.86913300000001,0.7,0.96,0.5530357986688614
10,0.13,26,12.512768050000023,0.7,0.96,0.5530357986688614
10,0.13,31,11.276675929999964,0.7,0.96,0.5530357986688614
10,0.13,36,11.425826169999983,0.7,0.96,0.5530357986688614
10,0.13,41,11.786695009999994,0.7,0.96,0.5530357986688614
10,0.13,46,11.525830799999994,0.7,0.96,0.5530357986688614
10,0.13,51,11.601198520000025,0.7,0.96,0.5530357986688614
10,0.15000000000000002,1,13.232611099999986,0.7,0.96,0.5530357986688614
10,0.15000000000000002,6,13.473345719999998,0.7,0.96,0.5530357986688614
10,0.15000000000000002,11,13.576996589999998,0.7,0.96,0.5530357986688614
10,0.15000000000000002,16,14.006497330000002,0.7,0.96,0.5530357986688614
10,0.15000000000000002,21,14.11605381999998,0.7,0.96,0.5530357986688614
10,0.15000000000000002,26,14.23940975999999,0.7,0.96,0.5530357986688614
10,0.15000000000000002,31,13.67435916000004,0.7,0.96,0.5530357986688614
10,0.15000000000000002,36,14.049366470000042,0.7,0.96,0.5530357986688614
10,0.15000000000000002,41,14.368114289999994,0.7,0.96,0.5530357986688614
10,0.15000000000000002,46,14.496704990000035,0.7,0.96,0.5530357986688614
10,0.15000000000000002,51,14.66789332999997,0.7,0.96,0.5530357986688614
10,0.17000000000000004,1,13.437998080000034,0.7,0.96,0.5530357986688614
10,0.17000000000000004,6,13.607206459999997,0.7,0.96,0.5530357986688614
10,0.17000000000000004,11,13.842066390000037,0.7,0.96,0.5530357986688614
10,0.17000000000000004,16,14.095437420000053,0.7,0.96,0.5530357986688614
10,0.17000000000000004,21,14.12345193000001,0.7,0.96,0.5530357986688614
10,0.17000000000000004,26,13.825012569999945,0.7,0.96,0.5530357986688614
10,0.17000000000000004,31,13.749055070000031,0.7,0.96,0.5530357986688614
10,0.17000000000000004,36,13.980910559999938,0.7,0.96,0.5530357986688614
10,0.17000000000000004,41,14.427186019999954,0.7,0.96,0.5530357986688614
10,0.17000000000000004,46,14.402398750000065,0.7,0.96,0.5530357986688614
10,0.17000000000000004,51,14.702628039999945,0.7,0.96,0.5530357986688614
10,0.19,1,13.127170949999982,0.7,0.96,0.5530357986688614
10,0.19,6,12.864180830000077,0.7,0.96,0.5530357986688614
10,0.19,11,13.13935891000001,0.7,0.96,0.5530357986688614
10,0.19,16,13.35138407000004,0.7,0.96,0.5530357986688614
10,0.19,21,13.626076719999947,0.7,0.96,0.5530357986688614
10,0.19,26,13.829880549999961,0.7,0.96,0.5530357986688614
10,0.19,31,13.973836349999965,0.7,0.96,0.5530357986688614
10,0.19,36,14.257666539999992,0.7,0.96,0.5530357986688614
10,0.19,41,14.488874540000051,0.7,0.96,0.5530357986688614
10,0.19,46,14.738444210000035,0.7,0.96,0.5530357986688614
10,0.19,51,14.963789740000085,0.7,0.96,0.5530357986688614
10,0.21000000000000002,1,12.604589209999995,0.7,0.96,0.5530357986688614
10,0.21000000000000002,6,12.870840850000059,0.7,0.96,0.5530357986688614
10,0.21000000000000002,11,13.143189820000043,0.7,0.96,0.5530357986688614
10,0.21000000000000002,16,13.422317079999994,0.7,0.96,0.5530357986688614
10,0.21000000000000002,21,13.6853701,0.7,0.96,0.5530357986688614
10,0.21000000000000002,26,13.875587559999985,0.7,0.96,0.5530357986688614
10,0.21000000000000002,31,14.111198780000086,0.7,0.96,0.5530357986688614
10,0.21000000000000002,36,14.327524010000161,0.7,0.96,0.5530357986688614
10,0.21000000000000002,41,14.627025409999987,0.7,0.96,0.5530357986688614
10,0.21000000000000002,46,14.84258809999992,0.7,0.96,0.5530357986688614
10,0.21000000000000002,51,15.104123629999958,0.7,0.96,0.5530357986688614
10,0.01,20,0.27715595999999965,0.0,0.0,0.21991172879934312
10,0.01,40,0.05474870999999979,0.0,0.0,0.21991172879934312
10,0.01,60,0.0546680600000002,0.0,0.0,0.21991172879934312
10,0.01,80,0.056472039999999876,0.0,0.0,0.21991172879934312
10,0.01,100,0.056023869999999934,0.0,0.0,0.21991172879934312
10,0.03,20,0.08129017999999988,0.0,0.07999999999999999,0.29688166826963425
10,0.03,40,0.08243977999999999,0.0,0.07999999999999999,0.29688166826963425
10,0.03,60,0.08845689999999991,0.0,0.07999999999999999,0.29688166826963425
10,0.03,80,0.08153255999999942,0.0,0.07999999999999999,0.29688166826963425
10,0.03,100,0.0809539799999996,0.0,0.07999999999999999,0.29688166826963425
10,0.049999999999999996,20,0.16205228999999974,0.2,0.17,0.34036595076322557
10,0.049999999999999996,40,0.16824736000000015,0.2,0.09999999999999999,0.3258658230304718
10,0.049999999999999996,60,0.1615928100000005,0.2,0.09999999999999999,0.3258658230304718
10,0.049999999999999996,80,0.15519339000000015,0.2,0.09999999999999999,0.3258658230304718
10,0.049999999999999996,100,0.16087551999999974,0.2,0.09999999999999999,0.3258658230304718
10,0.06999999999999999,20,0.9081252699999993,0.5,0.6100000000000001,0.49780984222888947
10,0.06999999999999999,40,0.3800413700000007,0.4,0.32,0.435911326110363
10,0.06999999999999999,60,0.3429423700000001,0.3,0.18000000000000002,0.3844769879244268
10,0.06999999999999999,80,0.3489195100000003,0.2,0.11000000000000001,0.3484319134615362
10,0.06999999999999999,100,0.34012862999999954,0.2,0.11000000000000001,0.3484319134615362
10,0.08999999999999998,20,5.265679829999999,0.7,0.95,0.5530357986688614
10,0.08999999999999998,40,2.1075050499999977,0.5,0.8099999999999999,0.5519127458333969
10,0.08999999999999998,60,1.3274240500000019,0.5,0.6900000000000002,0.5519127458333969
10,0.08999999999999998,80,0.9760749199999992,0.4,0.4800000000000001,0.5472590535879135
10,0.08999999999999998,100,0.863081440000002,0.4,0.41000000000000003,0.5351032555103302
10,0.10999999999999997,20,11.153386060000003,0.7,0.96,0.5530357986688614
10,0.10999999999999997,40,7.640326899999996,0.7,0.95,0.5530357986688614
10,0.10999999999999997,60,6.284751720000003,0.7,0.95,0.5530357986688614
10,0.10999999999999997,80,4.672854180000002,0.7,0.95,0.5508091956377029
10,0.10999999999999997,100,3.4509650000000023,0.7,0.95,0.5508091956377029
10,0.12999999999999998,20,14.110455510000008,0.7,0.96,0.5530357986688614
10,0.12999999999999998,40,11.108056529999999,0.7,0.96,0.5530357986688614
10,0.12999999999999998,60,10.92876877,0.7,0.96,0.5530357986688614
10,0.12999999999999998,80,9.96132483,0.7,0.96,0.5530357986688614
10,0.12999999999999998,100,8.982689660000005,0.7,0.96,0.5530357986688614
10,0.15,20,12.848202530000004,0.7,0.96,0.5530357986688614
10,0.15,40,12.665963420000002,0.7,0.96,0.5530357986688614
10,0.15,60,13.254792709999993,0.7,0.96,0.5530357986688614
10,0.15,80,13.303790509999999,0.7,0.96,0.5530357986688614
10,0.15,100,13.358927670000003,0.7,0.96,0.5530357986688614
10,0.16999999999999998,20,12.814486620000002,0.7,0.96,0.5530357986688614
10,0.16999999999999998,40,13.47557781999999,0.7,0.96,0.5530357986688614
10,0.16999999999999998,60,14.412532810000016,0.7,0.96,0.5530357986688614
10,0.16999999999999998,80,14.961650090000012,0.7,0.96,0.5530357986688614
10,0.16999999999999998,100,15.677321380000013,0.7,0.96,0.5530357986688614
10,0.18999999999999997,20,13.048364400000036,0.7,0.96,0.5530357986688614
10,0.18999999999999997,40,13.798188389999996,0.7,0.96,0.5530357986688614
10,0.18999999999999997,60,15.206263690000014,0.7,0.96,0.5530357986688614
10,0.18999999999999997,80,15.650825050000003,0.7,0.96,0.5530357986688614
10,0.18999999999999997,100,16.556062129999965,0.7,0.96,0.5530357986688614
10,0.11,50,5.89216968,0.7,0.95,0.5530357986688614
10,0.11,80,3.9714998199999996,0.7,0.95,0.5508091956377029
10,0.11,110,2.8071325400000005,0.7,0.95,0.5494376987218856
10,0.11,140,2.488147380000001,0.7,0.89,0.5494376987218856
10,0.11,170,2.07081877,0.4,0.6,0.5123431473970413
10,0.11,200,2.037800919999998,0.4,0.5099999999999999,0.5043458878993988
10,0.12,50,8.29578865,0.7,0.96,0.5530357986688614
10,0.12,80,6.703124669999999,0.7,0.96,0.5530357986688614
10,0.12,110,5.2261971600000034,0.8,0.96,0.5516643017530442
10,0.12,140,4.704728260000001,0.8,0.95,0.5516643017530442
10,0.12,170,3.547832490000002,0.4,0.8900000000000002,0.5285921603441238
10,0.12,200,3.422297980000002,0.4,0.8400000000000001,0.5285921603441238
10,0.13,50,10.482191569999998,0.7,0.96,0.5530357986688614
10,0.13,80,9.496664659999999,0.7,0.96,0.5530357986688614
10,0.13,110,8.337029890000007,0.7,0.96,0.5530357986688614
10,0.13,140,7.82644593,0.7,0.96,0.5530357986688614
10,0.13,170,5.816777919999993,0.4,0.95,0.5474297791719437
10,0.13,200,5.60472344000001,0.4,0.95,0.5474297791719437
10,0.13999999999999999,50,11.999494759999994,0.7,0.96,0.5530357986688614
10,0.13999999999999999,80,11.815169159999982,0.7,0.96,0.5530357986688614
10,0.13999999999999999,110,11.221395819999998,0.7,0.96,0.5530357986688614
10,0.13999999999999999,140,11.075921800000014,0.7,0.96,0.5530357986688614
10,0.13999999999999999,170,8.557642880000003,0.4,0.96,0.5490210235118866
10,0.13999999999999999,200,8.450547699999992,0.4,0.96,0.5490210235118866
10,0.14999999999999997,50,12.987250169999992,0.7,0.96,0.5530357986688614
10,0.14999999999999997,80,13.335529189999988,0.7,0.96,0.5530357986688614
10,0.14999999999999997,110,13.558204620000016,0.7,0.96,0.5530357986688614
10,0.14999999999999997,140,13.763928349999992,0.7,0.96,0.5530357986688614
10,0.14999999999999997,170,11.139223539999966,0.4,0.96,0.5519127458333969
10,0.14999999999999997,200,11.33148043000001,0.4,0.96,0.5519127458333969
10,0.15999999999999998,50,13.61215605000002,0.7,0.96,0.5530357986688614
10,0.15999999999999998,80,14.39241560999999,0.7,0.96,0.5530357986688614
10,0.15999999999999998,110,15.093325120000008,0.7,0.96,0.5530357986688614
10,0.15999999999999998,140,15.702063610000005,0.7,0.96,0.5530357986688614
10,0.15999999999999998,170,13.343976889999976,0.5,0.96,0.5519127458333969
10,0.15999999999999998,200,13.854382489999988,0.5,0.96,0.5519127458333969
10,0.16999999999999998,50,13.870608650000031,0.7,0.96,0.5530357986688614
10,0.16999999999999998,80,14.940991940000004,0.7,0.96,0.5530357986688614
10,0.16999999999999998,110,15.942061220000005,0.7,0.96,0.5530357986688614
10,0.16999999999999998,140,16.929722219999984,0.7,0.96,0.5530357986688614
10,0.16999999999999998,170,15.128523320000022,0.6,0.96,0.5530357986688614
10,0.16999999999999998,200,15.840733180000006,0.6,0.96,0.5530357986688614
10,0.17999999999999997,50,14.060568050000075,0.7,0.96,0.5530357986688614
10,0.17999999999999997,80,15.379611430000022,0.7,0.96,0.5530357986688614
10,0.17999999999999997,110,16.592544120000003,0.7,0.96,0.5530357986688614
10,0.17999999999999997,140,17.757225089999974,0.7,0.96,0.5530357986688614
10,0.17999999999999997,170,16.502617519999966,0.6,0.96,0.5530357986688614
10,0.17999999999999997,200,17.498283019999963,0.6,0.96,0.5530357986688614
10,0.18999999999999995,50,14.343003670000053,0.7,0.96,0.5530357986688614
10,0.18999999999999995,80,15.663896149999982,0.7,0.96,0.5530357986688614
10,0.18999999999999995,110,17.742851560000055,0.7,0.96,0.5530357986688614
10,0.18999999999999995,140,18.276802619999945,0.7,0.96,0.5530357986688614
10,0.18999999999999995,170,17.57885038000004,0.7,0.96,0.5530357986688614
10,0.18999999999999995,200,18.675024899999972,0.7,0.96,0.5530357986688614
10,0.19999999999999996,50,14.389868599999954,0.7,0.96,0.5530357986688614
10,0.19999999999999996,80,16.67864982000001,0.7,0.96,0.5530357986688614
10,0.19999999999999996,110,17.969961369999965,0.7,0.96,0.5530357986688614
10,0.19999999999999996,140,19.384318410000013,0.7,0.96,0.5530357986688614
10,0.19999999999999996,170,19.00517393,0.7,0.96,0.5530357986688614
10,0.19999999999999996,200,20.282163370000035,0.7,0.96,0.5530357986688614
100,0.09,80,1.0354316810000002,0.63,0.7040000000000001,0.654045377522707
100,0.09,100,0.923072526,0.54,0.6120000000000003,0.6236879932880401
100,0.09,120,0.9631557229999999,0.43,0.4680000000000002,0.5677299018204213
100,0.09,140,0.9466104460000002,0.38,0.4180000000000002,0.5426754090934992
100,0.09,160,0.9750887549999999,0.32,0.38100000000000017,0.5142476703226566
100,0.09999999999999999,80,2.110194874,0.78,0.932,0.6943479058146477
100,0.09999999999999999,100,1.8750226269999997,0.73,0.8740000000000002,0.6864192026853562
100,0.09999999999999999,120,1.6223211319999984,0.67,0.801,0.67135518938303
100,0.09999999999999999,140,1.6021807709999984,0.61,0.7349999999999999,0.6458334715664387
100,0.09999999999999999,160,1.5497716820000005,0.51,0.635,0.5978719845414162
100,0.10999999999999999,80,4.1368638650000005,0.82,0.971,0.6980509561300278
100,0.10999999999999999,100,3.6638059639999985,0.81,0.968,0.695201455950737
100,0.10999999999999999,120,3.2029838029999973,0.78,0.9540000000000001,0.6913004979491234
100,0.10999999999999999,140,2.9826763349999963,0.77,0.9430000000000001,0.6885458439588547
100,0.10999999999999999,160,2.7868945889999988,0.76,0.9340000000000002,0.687589096724987
100,0.11,180,2.5255336,0.65,0.828,0.6676201540231704
100,0.11,200,2.463432721,0.58,0.765,0.6475236994028092
100,0.11,220,2.444555325,0.56,0.7180000000000003,0.6393514502048493
100,0.11,240,2.4556868199999995,0.5,0.6569999999999999,0.6223807433247566
100,0.11,260,2.4196958400000006,0.5,0.6060000000000002,0.6170040866732598
100,0.11,280,2.4356734110000002,0.46,0.5540000000000002,0.6050482222437858
100,0.11,300,2.462373404,0.41,0.5310000000000001,0.5887157505005598
10,0.15,400,12.72175792,0.3,0.96,0.5333642661571503
10,0.15,420,12.386619430000001,0.3,0.95,0.5333642661571503
10,0.15,440,11.761883120000004,0.3,0.95,0.5333642661571503
10,0.15,460,11.82035889,0.3,0.95,0.5333642661571503
10,0.15,480,11.847065810000004,0.3,0.95,0.5333642661571503
10,0.15,500,11.853992919999996,0.3,0.95,0.5333642661571503
10,0.16,400,16.90477191,0.4,0.96,0.5333642661571503
10,0.16,420,17.003295630000014,0.4,0.95,0.5333642661571503
10,0.16,440,16.28707855,0.4,0.95,0.5333642661571503
10,0.16,460,16.42926639,0.4,0.95,0.5333642661571503
10,0.16,480,16.623778010000002,0.4,0.95,0.5333642661571503
10,0.16,500,16.83656793,0.4,0.95,0.5333642661571503
10,0.12,300,3.67547225,0.2,0.52,0.46307151168584826
10,0.12,320,3.2975259800000005,0.1,0.48999999999999994,0.4416587010025978
10,0.12,340,3.3238818499999994,0.1,0.47000000000000003,0.43808285146951675
10,0.12,360,3.2700147700000004,0.1,0.45,0.43476134091615676
10,0.12,380,3.3010533299999993,0.1,0.45,0.43476134091615676
10,0.12,400,3.2854479199999984,0.1,0.45,0.43476134091615676
10,0.12,420,3.2787676499999976,0.0,0.43,0.42965272814035416
10,0.12,440,3.286300159999996,0.0,0.38,0.4249236688017845
10,0.12,460,3.266994840000001,0.0,0.30000000000000004,0.4016958877444267
10,0.12,480,3.2638773900000047,0.0,0.25000000000000006,0.39675410836935043
10,0.12,500,3.3407236099999977,0.0,0.24000000000000005,0.3924921825528145
10,0.13,300,5.41162574,0.3,0.9199999999999999,0.5268036007881165
10,0.13,320,5.3072409200000035,0.3,0.9199999999999999,0.5268036007881165
10,0.13,340,5.4143846499999935,0.3,0.9,0.5268036007881165
10,0.13,360,5.413296430000003,0.3,0.89,0.5268036007881165
10,0.13,380,5.417213590000006,0.3,0.89,0.5268036007881165
10,0.13,400,5.260424599999999,0.2,0.8699999999999999,0.49918694496154786
10,0.13,420,5.1379909,0.2,0.8099999999999999,0.49918694496154786
10,0.13,440,5.036698760000002,0.2,0.76,0.4944578856229782
10,0.13,460,5.022853769999995,0.2,0.75,0.4944578856229782
10,0.13,480,5.0291257099999935,0.2,0.74,0.49328628182411194
10,0.13,500,4.997363559999997,0.2,0.6300000000000001,0.4803149074316025
10,0.14,300,8.215919040000006,0.3,0.9400000000000001,0.5304725438356399
10,0.14,320,8.25146208000001,0.3,0.9400000000000001,0.5304725438356399
10,0.14,340,8.314918390000003,0.3,0.9400000000000001,0.5304725438356399
10,0.14,360,8.19944789000001,0.3,0.9400000000000001,0.5304725438356399
10,0.14,380,8.593848170000001,0.3,0.9400000000000001,0.5304725438356399
10,0.14,400,8.211110989999998,0.3,0.9400000000000001,0.5304725438356399
10,0.14,420,8.094174199999998,0.3,0.93,0.5304725438356399
10,0.14,440,7.746358170000008,0.4,0.93,0.5257434844970703
10,0.14,460,7.76538693,0.4,0.9199999999999999,0.5257434844970703
10,0.14,480,7.704922570000008,0.4,0.9199999999999999,0.5257434844970703
10,0.14,500,7.67722498999999,0.4,0.9199999999999999,0.5257434844970703
100,0.11,720,2.4424291869999997,0.2,0.3450000000000001,0.4621460938453674
100,0.15,720,16.104015261,0.58,0.976,0.6780212327837944
1,0.14,720,12.583953700000002,0.0,1.0,0.37748435139656067
1,0.15000000000000002,720,15.464697299999997,0.0,1.0,0.4364909827709198
1,0.16000000000000003,720,20.636207999999996,0.0,1.0,0.4364909827709198
1,0.17000000000000004,720,25.040110400000003,0.0,1.0,0.4364909827709198
1,0.18000000000000005,720,28.49353500000001,0.0,1.0,0.4364909827709198
1,0.19000000000000006,720,32.01447230000001,0.0,1.0,0.4364909827709198
100,0.11,50,5.345922752,0.84,0.9780000000000001,0.7024143871665001
100,0.115,65,6.07764246,0.84,0.9810000000000001,0.7024391210079193
100,0.12,80,6.7792840430000005,0.84,0.986,0.702917774617672
100,0.125,90,7.962189521,0.86,0.9880000000000001,0.7059788617491722
100,0.13,100,9.426827658999995,0.85,0.9900000000000001,0.7031876996159554
1000,0.11,50,6.8728592247,0.867,0.9934,0.7546609247922897
1000,0.11,0,4.908789656400001,0.891,0.9979,0.7571873408257961
100,0.05,10,0.576925275,0.52,0.681,0.620796624571085
100,0.05,30,0.16770631800000005,0.39,0.28000000000000014,0.5356619296967984
100,0.05,50,0.16735287900000004,0.38,0.27900000000000014,0.5333444975316525
100,0.07,10,3.1161404500000005,0.76,0.945,0.6895704701542854
100,0.07,30,0.5607615019999997,0.63,0.6540000000000005,0.6391336716711521
100,0.07,50,0.38788863100000015,0.47,0.4110000000000003,0.573680654913187
100,0.09000000000000001,10,7.639830253000001,0.86,0.9889999999999999,0.7060484144091607
100,0.09000000000000001,30,2.9045353409999985,0.82,0.9510000000000002,0.703771117925644
100,0.09000000000000001,50,1.4742601479999984,0.73,0.8529999999999999,0.6942205575108528
100,0.11000000000000001,10,10.17626982,0.86,0.993,0.7072126397490501
