pso_options_c1,pso_options_c2,pso_options_w,pso_n_particles,pso_iter,origin_time,pso_time,origin_score,pso_score
2,2,1.0,100,100,5.6588286,10.196009400000001,0.5528441667556763,0.3282504677772522
2,2,1.0,100,125,4.646553399999995,9.607703199999996,0.5528441667556763,0.3256196081638336
2,2,1.0,100,150,4.229440400000001,9.592726000000006,0.5528441667556763,0.36302050948143005
2,2,1.0,100,175,4.655266900000001,9.759730200000007,0.5528441667556763,0.4206659197807312
2,2,1.0,100,200,4.543112100000002,9.766815900000012,0.5528441667556763,0.35638317465782166
2,2,1.0,150,100,4.512258399999993,9.691550199999995,0.5528441667556763,0.5528441667556763
2,2,1.0,150,125,4.66324019999999,9.727048799999992,0.5528441667556763,0.31001654267311096
2,2,1.0,150,150,4.687940099999992,9.82266039999999,0.5528441667556763,0.5528441667556763
2,2,1.0,150,175,4.438536999999997,9.730316299999998,0.5528441667556763,0.5528441667556763
2,2,1.0,150,200,4.60255699999999,9.749052199999994,0.5528441667556763,0.5528441667556763
2,2,1.0,200,100,4.429532800000004,9.68565270000002,0.5528441667556763,0.5528441667556763
2,2,1.0,200,125,4.345090699999986,9.718044899999995,0.5528441667556763,0.5528441667556763
2,2,1.0,200,150,4.4021297000000175,9.89675539999999,0.5528441667556763,0.4206659197807312
2,2,1.0,200,175,4.251669700000008,9.700476699999996,0.5528441667556763,0.27264487743377686
2,2,1.0,200,200,4.451208800000018,9.657971599999996,0.5528441667556763,0.4206659197807312
2,2,1.5,100,100,4.3284122000000025,9.670692399999979,0.5528441667556763,0.36302050948143005
2,2,1.5,100,125,4.2545198000000255,9.779676699999982,0.5528441667556763,0.2959745526313782
2,2,1.5,100,150,4.531402700000001,9.6871309,0.5528441667556763,0.38447704911231995
2,2,1.5,100,175,3.9858787999999663,9.659114899999963,0.5528441667556763,0.5528441667556763
2,2,1.5,100,200,4.670050500000002,9.771516899999995,0.5528441667556763,0.3705022931098938
2,2,1.5,150,100,4.5893102,9.760103600000036,0.5528441667556763,0.5528441667556763
2,2,1.5,150,125,4.508407900000009,9.674249499999974,0.5528441667556763,0.3535175919532776
2,2,1.5,150,150,4.392721800000004,9.831725800000015,0.5528441667556763,0.38447704911231995
2,2,1.5,150,175,4.525144099999977,9.777527099999986,0.5528441667556763,0.34751710295677185
2,2,1.5,150,200,4.282245900000021,9.828868499999999,0.5528441667556763,0.3477468490600586
2,2,1.5,200,100,4.415826600000003,9.736679699999968,0.5528441667556763,0.35638317465782166
2,2,1.5,200,125,4.449456800000007,9.80008079999999,0.5528441667556763,0.3567715585231781
2,2,1.5,200,150,4.4036780000000135,9.785960399999965,0.5528441667556763,0.3326728641986847
2,2,1.5,200,175,4.594985799999961,9.915019400000006,0.5528441667556763,0.3477468490600586
2,2,1.5,200,200,4.330179600000008,9.771348699999976,0.5528441667556763,0.3705022931098938
2,3,1.0,100,100,4.649581899999987,9.779639199999963,0.5528441667556763,0.3340384364128113
2,3,1.0,100,125,4.817539000000011,9.731599699999947,0.5528441667556763,0.3477468490600586
2,3,1.0,100,150,4.539219600000024,9.812509699999964,0.5528441667556763,0.4206659197807312
2,3,1.0,100,175,4.371397900000034,9.784015099999976,0.5528441667556763,0.35162118077278137
2,3,1.0,100,200,4.648063200000024,9.809120699999994,0.5528441667556763,0.33867570757865906
