pso_options_c1,pso_options_c2,pso_options_w,pso_n_particles,pso_iter,origin_time,pso_time,origin_score,pso_score
0.0,3.2,0.9,120,50,4.113416700000016,9.482785899999953,0.5528441667556763,0.29985925555229187
0.0,3.2,0.9,120,75,4.137801900000113,9.467513000000054,0.5528441667556763,0.35638317465782166
0.0,3.2,1.4,20,50,4.09336119999989,9.484275499999967,0.5528441667556763,0.35638317465782166
0.0,3.2,1.4,20,75,4.056014000000005,9.47034450000001,0.5528441667556763,0.4206659197807312
0.0,3.2,1.4,70,50,4.091134499999953,9.434978400000091,0.5528441667556763,0.35638317465782166
0.0,3.2,1.4,70,75,4.09822569999983,9.45539070000018,0.5528441667556763,0.35162118077278137
0.0,3.2,1.4,120,50,4.128270799999882,9.430948299999955,0.5528441667556763,0.3705022931098938
0.0,3.2,1.4,120,75,4.1125948000001245,9.478570300000001,0.5528441667556763,0.32555171847343445
0.0,3.2,1.9,20,50,4.105668499999865,9.437433299999839,0.5528441667556763,0.3535175919532776
0.0,3.2,1.9,20,75,4.083818000000065,9.443363099999942,0.5528441667556763,0.36302050948143005
0.0,3.2,1.9,70,50,4.063788400000021,9.449742300000025,0.5528441667556763,0.43719571828842163
0.0,3.2,1.9,70,75,4.202153300000191,9.464924399999973,0.5528441667556763,0.3171391487121582
0.0,3.2,1.9,120,50,4.056970600000113,9.43596730000013,0.5528441667556763,0.43719571828842163
0.0,3.2,1.9,120,75,4.124809700000014,9.435288700000001,0.5528441667556763,0.3567715585231781
0.8,0.0,0.4,20,50,4.090001000000029,9.474036500000011,0.5528441667556763,0.3705022931098938
0.8,0.0,0.4,20,75,4.142916199999945,9.44825190000006,0.5528441667556763,0.5528441667556763
0.8,0.0,0.4,70,50,4.141819500000111,9.461924299999964,0.5528441667556763,0.35638317465782166
0.8,0.0,0.4,70,75,4.070748400000184,9.61179130000005,0.5528441667556763,0.3234420120716095
0.8,0.0,0.4,120,50,4.03466259999982,9.478340500000058,0.5528441667556763,0.3340384364128113
0.8,0.0,0.4,120,75,4.114986499999986,9.437509800000043,0.5528441667556763,0.5528441667556763
0.8,0.0,0.9,20,50,4.079030300000113,9.474225200000092,0.5528441667556763,0.3705022931098938
0.8,0.0,0.9,20,75,4.1011217000000215,9.5461178999999,0.5528441667556763,0.2966204285621643
0.8,0.0,0.9,70,50,4.041288899999927,9.511441399999967,0.5528441667556763,0.3340384364128113
0.8,0.0,0.9,70,75,4.175514300000032,9.516098199999988,0.5528441667556763,0.4206659197807312
0.8,0.0,0.9,120,50,4.082684499999914,9.502610099999856,0.5528441667556763,0.43719571828842163
0.8,0.0,0.9,120,75,4.109661700000061,9.485045799999853,0.5528441667556763,0.4206659197807312
0.8,0.0,1.4,20,50,4.057518099999925,9.462420199999997,0.5528441667556763,0.35638317465782166
0.8,0.0,1.4,20,75,4.103473699999995,9.493220300000075,0.5528441667556763,0.38197627663612366
0.8,0.0,1.4,70,50,4.11021750000009,9.483572699999968,0.5528441667556763,0.5528441667556763
0.8,0.0,1.4,70,75,4.099515999999994,9.473576500000036,0.5528441667556763,0.30756089091300964
0.8,0.0,1.4,120,50,4.116484100000207,9.46411450000005,0.5528441667556763,0.5528441667556763
0.8,0.0,1.4,120,75,4.122627100000045,9.473036000000093,0.5528441667556763,0.3535175919532776
0.8,0.0,1.9,20,50,4.06145400000014,9.462937099999863,0.5528441667556763,0.35162118077278137
0.8,0.0,1.9,20,75,4.123933000000079,9.45836220000001,0.5528441667556763,0.5528441667556763
0.8,0.0,1.9,70,50,4.113070999999991,9.430736499999966,0.5528441667556763,0.34751710295677185
0.8,0.0,1.9,70,75,4.087519799999882,9.434038200000032,0.5528441667556763,0.3207245171070099
0.8,0.0,1.9,120,50,4.136927899999819,9.458270899999889,0.5528441667556763,0.3207245171070099
0.8,0.0,1.9,120,75,4.153754400000025,9.453544100000045,0.5528441667556763,0.38447704911231995
0.8,0.8,0.4,20,50,4.055658600000015,9.442719300000135,0.5528441667556763,0.32715508341789246
0.8,0.8,0.4,20,75,4.106148200000007,9.467348500000071,0.5528441667556763,0.3207245171070099
0.8,0.8,0.4,70,50,4.064704599999914,9.45625300000006,0.5528441667556763,0.3194373548030853
0.8,0.8,0.4,70,75,4.130298699999685,9.492845600000237,0.5528441667556763,0.43719571828842163
0.8,0.8,0.4,120,50,4.035046500000135,9.449295800000073,0.5528441667556763,0.32609525322914124
0.8,0.8,0.4,120,75,4.08202940000001,9.48816859999988,0.5528441667556763,0.3076555132865906
0.8,0.8,0.9,20,50,4.06444620000002,9.454224100000374,0.5528441667556763,0.3705022931098938
0.8,0.8,0.9,20,75,4.112152199999855,9.501690800000233,0.5528441667556763,0.38447704911231995
0.8,0.8,0.9,70,50,4.106567699999687,9.476187699999628,0.5528441667556763,0.35638317465782166
0.8,0.8,0.9,70,75,4.062567200000103,9.46903710000015,0.5528441667556763,0.33652645349502563
0.8,0.8,0.9,120,50,4.172212700000273,9.426353800000015,0.5528441667556763,0.3194373548030853
0.8,0.8,0.9,120,75,4.053427199999987,9.501016700000037,0.5528441667556763,0.4206659197807312
0.8,0.8,1.4,20,50,4.118141200000082,9.445199499999944,0.5528441667556763,0.33652645349502563
0.8,0.8,1.4,20,75,4.074069299999792,9.537829899999906,0.5528441667556763,0.35638317465782166
0.8,0.8,1.4,70,50,4.130777200000011,9.473352199999681,0.5528441667556763,0.3705022931098938
0.8,0.8,1.4,70,75,4.101155400000152,9.42717010000024,0.5528441667556763,0.3234420120716095
0.8,0.8,1.4,120,50,4.0628130999998575,9.519032400000015,0.5528441667556763,0.30288389325141907
0.8,0.8,1.4,120,75,4.11054090000016,9.442587699999876,0.5528441667556763,0.36302050948143005
0.8,0.8,1.9,20,50,4.0657507000000805,9.47524969999995,0.5528441667556763,0.3076555132865906
0.8,0.8,1.9,20,75,4.098726499999884,9.471814500000164,0.5528441667556763,0.4206659197807312
0.8,0.8,1.9,70,50,4.112339300000258,9.457625800000187,0.5528441667556763,0.4206659197807312
0.8,0.8,1.9,70,75,4.123661800000264,9.493751299999985,0.5528441667556763,0.4206659197807312
0.8,0.8,1.9,120,50,4.097201999999925,9.483112399999754,0.5528441667556763,0.33867570757865906
0.8,0.8,1.9,120,75,4.043017899999995,9.43971780000038,0.5528441667556763,0.31860777735710144
0.8,1.6,0.4,20,50,4.064315299999635,9.46017000000029,0.5528441667556763,0.3282504677772522
0.8,1.6,0.4,20,75,4.060699000000113,9.435775899999953,0.5528441667556763,0.35162118077278137
0.8,1.6,0.4,70,50,4.103843999999754,9.486907399999836,0.5528441667556763,0.5528441667556763
0.8,1.6,0.4,70,75,4.105526600000303,9.490415199999916,0.5528441667556763,0.5528441667556763
0.8,1.6,0.4,120,50,4.089646899999934,9.444693500000085,0.5528441667556763,0.30288389325141907
0.8,1.6,0.4,120,75,4.067738900000222,9.518548600000031,0.5528441667556763,0.35638317465782166
0.8,1.6,0.9,20,50,4.135107300000072,9.442051799999717,0.5528441667556763,0.38197627663612366
0.8,1.6,0.9,20,75,4.107811200000015,9.496155300000282,0.5528441667556763,0.32148295640945435
0.8,1.6,0.9,70,50,4.117373000000043,9.492271799999799,0.5528441667556763,0.36302050948143005
0.8,1.6,0.9,70,75,4.0514579000000595,9.402188300000034,0.5528441667556763,0.38197627663612366
0.8,1.6,0.9,120,50,4.103325399999903,9.47674219999999,0.5528441667556763,0.31001654267311096
0.8,1.6,0.9,120,75,4.107978199999707,9.444379500000196,0.5528441667556763,0.38447704911231995
0.8,1.6,1.4,20,50,4.092529300000024,9.427695400000175,0.5528441667556763,0.2966204285621643
0.8,1.6,1.4,20,75,4.074887799999942,9.484005599999819,0.5528441667556763,0.3535175919532776
0.8,1.6,1.4,70,50,4.1364252000003034,9.481227000000217,0.5528441667556763,0.38197627663612366
0.8,1.6,1.4,70,75,4.076296000000184,9.476505999999972,0.5528441667556763,0.3477468490600586
0.8,1.6,1.4,120,50,4.149377799999911,9.490693599999759,0.5528441667556763,0.38197627663612366
0.8,1.6,1.4,120,75,4.145021699999688,9.461364799999956,0.5528441667556763,0.43719571828842163
0.8,1.6,1.9,20,50,4.0988453999998455,9.422809499999858,0.5528441667556763,0.35638317465782166
0.8,1.6,1.9,20,75,4.140125700000226,9.490073000000393,0.5528441667556763,0.3567715585231781
0.8,1.6,1.9,70,50,4.111202399999911,9.492304900000363,0.5528441667556763,0.30816295742988586
0.8,1.6,1.9,70,75,4.04315970000016,9.518100199999935,0.5528441667556763,0.43719571828842163
0.8,1.6,1.9,120,50,4.117544199999884,9.42967869999984,0.5528441667556763,0.38197627663612366
0.8,1.6,1.9,120,75,4.116841699999895,9.495342400000027,0.5528441667556763,0.38197627663612366
0.8,2.4000000000000004,0.4,20,50,4.186806700000034,9.493484300000091,0.5528441667556763,0.3340384364128113
0.8,2.4000000000000004,0.4,20,75,4.055476699999872,9.49944030000006,0.5528441667556763,0.35638317465782166
0.8,2.4000000000000004,0.4,70,50,4.085147100000086,9.472388799999862,0.5528441667556763,0.35638317465782166
0.8,2.4000000000000004,0.4,70,75,4.164690500000233,9.49321669999972,0.5528441667556763,0.35162118077278137
0.8,2.4000000000000004,0.4,120,50,4.105986699999903,9.48872799999981,0.5528441667556763,0.3340384364128113
0.8,2.4000000000000004,0.4,120,75,4.126142600000094,9.482905400000163,0.5528441667556763,0.4206659197807312
0.8,2.4000000000000004,0.9,20,50,4.095804300000054,9.425605899999937,0.5528441667556763,0.3234420120716095
0.8,2.4000000000000004,0.9,20,75,4.086309699999674,9.493696099999852,0.5528441667556763,0.33232757449150085
0.8,2.4000000000000004,0.9,70,50,4.061065899999903,9.471855900000264,0.5528441667556763,0.5528441667556763
0.8,2.4000000000000004,0.9,70,75,4.098525699999755,9.467848400000094,0.5528441667556763,0.33867570757865906
0.8,2.4000000000000004,0.9,120,50,4.07584339999994,9.443421899999976,0.5528441667556763,0.3567715585231781
0.8,2.4000000000000004,0.9,120,75,4.099721100000352,9.483483400000296,0.5528441667556763,0.38197627663612366
0.8,2.4000000000000004,1.4,20,50,4.106073899999956,9.510404799999833,0.5528441667556763,0.43719571828842163
0.8,2.4000000000000004,1.4,20,75,4.125955299999987,9.399678400000084,0.5528441667556763,0.3207245171070099
0.8,2.4000000000000004,1.4,70,50,4.118112599999677,9.467280400000163,0.5528441667556763,0.4206659197807312
0.8,2.4000000000000004,1.4,70,75,4.11751009999989,9.446970099999817,0.5528441667556763,0.32715508341789246
0.8,2.4000000000000004,1.4,120,50,4.286385400000199,9.639486699999907,0.5528441667556763,0.38197627663612366
0.8,2.4000000000000004,1.4,120,75,4.101273899999796,9.49259260000008,0.5528441667556763,0.3282504677772522
0.8,2.4000000000000004,1.9,20,50,4.108562500000062,9.442863899999793,0.5528441667556763,0.3567715585231781
0.8,2.4000000000000004,1.9,20,75,4.032660599999872,9.53914339999983,0.5528441667556763,0.3705022931098938
0.8,2.4000000000000004,1.9,70,50,4.110217599999942,9.48573579999993,0.5528441667556763,0.38197627663612366
0.8,2.4000000000000004,1.9,70,75,4.148685300000125,9.44561449999992,0.5528441667556763,0.34751710295677185
0.8,2.4000000000000004,1.9,120,50,4.141064699999788,9.438586199999918,0.5528441667556763,0.3705022931098938
0.8,2.4000000000000004,1.9,120,75,4.125315599999794,9.48855020000019,0.5528441667556763,0.43719571828842163
0.8,3.2,0.4,20,50,4.072553399999833,9.439363900000444,0.5528441667556763,0.43719571828842163
0.8,3.2,0.4,20,75,4.086111500000243,9.464652199999819,0.5528441667556763,0.38447704911231995
0.8,3.2,0.4,70,50,4.104758799999672,9.454961100000219,0.5528441667556763,0.4206659197807312
0.8,3.2,0.4,70,75,4.100443300000279,9.439314000000195,0.5528441667556763,0.307340532541275
0.8,3.2,0.4,120,50,4.132040599999982,9.43034549999993,0.5528441667556763,0.3282504677772522
0.8,3.2,0.4,120,75,4.095851300000049,9.525464100000136,0.5528441667556763,0.307340532541275
0.8,3.2,0.9,20,50,4.109389700000065,9.44214600000032,0.5528441667556763,0.2917732298374176
0.8,3.2,0.9,20,75,4.124528800000007,9.495561100000032,0.5528441667556763,0.38197627663612366
0.8,3.2,0.9,70,50,4.107633799999803,9.574417900000299,0.5528441667556763,0.3705022931098938
0.8,3.2,0.9,70,75,4.1953795999997965,9.51250970000001,0.5528441667556763,0.36302050948143005
0.8,3.2,0.9,120,50,4.10634889999983,9.547461300000123,0.5528441667556763,0.43719571828842163
0.8,3.2,0.9,120,75,4.23882279999998,9.504527699999926,0.5528441667556763,0.5528441667556763
0.8,3.2,1.4,20,50,4.097039499999937,9.457595300000321,0.5528441667556763,0.38447704911231995
0.8,3.2,1.4,20,75,4.131649600000401,9.712371299999631,0.5528441667556763,0.3340384364128113
0.8,3.2,1.4,70,50,4.13604499999974,9.543443599999591,0.5528441667556763,0.3705022931098938
0.8,3.2,1.4,70,75,4.068426299999828,9.511304499999824,0.5528441667556763,0.4206659197807312
0.8,3.2,1.4,120,50,4.141259600000012,9.474248699999862,0.5528441667556763,0.3207245171070099
0.8,3.2,1.4,120,75,4.090168100000028,9.492234400000143,0.5528441667556763,0.3194373548030853
0.8,3.2,1.9,20,50,4.052009600000019,9.442263399999774,0.5528441667556763,0.38447704911231995
0.8,3.2,1.9,20,75,4.0692487999999685,9.479409600000054,0.5528441667556763,0.36302050948143005
0.8,3.2,1.9,70,50,4.0983964999995806,9.491970400000355,0.5528441667556763,0.33867570757865906
0.8,3.2,1.9,70,75,4.065818399999898,9.490502599999672,0.5528441667556763,0.3567715585231781
0.8,3.2,1.9,120,50,4.111615599999823,9.43189029999985,0.5528441667556763,0.34751710295677185
0.8,3.2,1.9,120,75,4.068547500000022,9.47601910000003,0.5528441667556763,0.4206659197807312
1.6,0.0,0.4,20,50,4.096142800000052,9.480051000000003,0.5528441667556763,0.36302050948143005
1.6,0.0,0.4,20,75,4.071539200000188,9.442261099999996,0.5528441667556763,0.35638317465782166
1.6,0.0,0.4,70,50,4.092979000000014,9.462823400000161,0.5528441667556763,0.3340384364128113
1.6,0.0,0.4,70,75,4.161021999999775,9.423218900000393,0.5528441667556763,0.4206659197807312
1.6,0.0,0.4,120,50,4.066900799999985,9.506646799999999,0.5528441667556763,0.38197627663612366
1.6,0.0,0.4,120,75,4.146490300000096,9.477384599999823,0.5528441667556763,0.5528441667556763
1.6,0.0,0.9,20,50,4.08676719999994,9.468259799999942,0.5528441667556763,0.32148295640945435
1.6,0.0,0.9,20,75,4.069549899999856,9.417982999999822,0.5528441667556763,0.33867570757865906
1.6,0.0,0.9,70,50,4.1000990000002275,9.482677599999988,0.5528441667556763,0.38197627663612366
1.6,0.0,0.9,70,75,4.076256999999714,9.459160299999894,0.5528441667556763,0.34751710295677185
1.6,0.0,0.9,120,50,4.121532399999978,9.47215389999974,0.5528441667556763,0.3340384364128113
1.6,0.0,0.9,120,75,4.121275700000297,9.457012100000156,0.5528441667556763,0.3567715585231781
1.6,0.0,1.4,20,50,4.105316299999686,9.453531699999985,0.5528441667556763,0.34751710295677185
1.6,0.0,1.4,20,75,4.092861800000264,9.5045826999999,0.5528441667556763,0.3567715585231781
1.6,0.0,1.4,70,50,4.0969592000001285,9.48722110000017,0.5528441667556763,0.43719571828842163
1.6,0.0,1.4,70,75,4.08988780000027,9.449651800000083,0.5528441667556763,0.35162118077278137
1.6,0.0,1.4,120,50,4.109100699999999,9.443650799999887,0.5528441667556763,0.3705022931098938
1.6,0.0,1.4,120,75,4.087938099999974,9.425315899999987,0.5528441667556763,0.33867570757865906
1.6,0.0,1.9,20,50,4.073061800000232,9.468770899999981,0.5528441667556763,0.36302050948143005
1.6,0.0,1.9,20,75,4.132774300000165,9.470857700000124,0.5528441667556763,0.3031230568885803
1.6,0.0,1.9,70,50,4.110093899999811,9.494408199999725,0.5528441667556763,0.3535175919532776
1.6,0.0,1.9,70,75,4.127980900000239,9.500710700000127,0.5528441667556763,0.38447704911231995
1.6,0.0,1.9,120,50,4.104102700000112,9.518020399999841,0.5528441667556763,0.38197627663612366
1.6,0.0,1.9,120,75,4.074465799999871,9.494247800000267,0.5528441667556763,0.35638317465782166
1.6,0.8,0.4,20,50,4.0897242999999435,9.47090150000031,0.5528441667556763,0.33867570757865906
1.6,0.8,0.4,20,75,4.117696099999648,9.52418919999991,0.5528441667556763,0.43719571828842163
1.6,0.8,0.4,70,50,4.141921299999922,9.469046599999729,0.5528441667556763,0.32088977098464966
1.6,0.8,0.4,70,75,4.105524699999933,9.468127200000254,0.5528441667556763,0.32088977098464966
1.6,0.8,0.4,120,50,4.138164999999844,9.494820199999594,0.5528441667556763,0.43719571828842163
1.6,0.8,0.4,120,75,4.118521899999905,9.469462000000021,0.5528441667556763,0.35162118077278137
